Label,n_pos,n_neg,Threshold,Sensitivity,Sensitivity_CI,Specificity,Specificity_CI,F1,F1_CI,PPV,PPV_CI,NPV,NPV_CI,AUROC,AUROC_CI,AUPRC,AUPRC_CI
WITH JUNCTIONAL ESCAPE COMPLEXES,184,9213,0.03,0.223,"(np.float64(0.156), np.float64(0.273))",0.837,"(np.float64(0.831), np.float64(0.845))",0.048,"(np.float64(0.035), np.float64(0.06))",0.027,"(np.float64(0.02), np.float64(0.033))",0.982,"(np.float64(0.978), np.float64(0.985))",0.56,"(np.float64(0.519), np.float64(0.602))",0.024,"(np.float64(0.02), np.float64(0.032))"
WITH COMPLETE HEART BLOCK,67,9330,0.01,0.582,"(np.float64(0.444), np.float64(0.693))",0.504,"(np.float64(0.494), np.float64(0.512))",0.016,"(np.float64(0.011), np.float64(0.021))",0.008,"(np.float64(0.006), np.float64(0.011))",0.994,"(np.float64(0.992), np.float64(0.996))",0.558,"(np.float64(0.499), np.float64(0.616))",0.008,"(np.float64(0.006), np.float64(0.011))"
SUPRAVENTRICULAR TACHYCARDIA,45,9352,0.97,0.044,"(np.float64(0.0), np.float64(0.095))",0.994,"(np.float64(0.992), np.float64(0.995))",0.038,"(np.float64(0.0), np.float64(0.098))",0.033,"(np.float64(0.0), np.float64(0.094))",0.995,"(np.float64(0.994), np.float64(0.997))",0.545,"(np.float64(0.451), np.float64(0.628))",0.009,"(np.float64(0.005), np.float64(0.019))"
LEFT ANTERIOR FASCICULAR BLOCK,323,9074,0.081,0.266,"(np.float64(0.221), np.float64(0.326))",0.786,"(np.float64(0.778), np.float64(0.794))",0.073,"(np.float64(0.059), np.float64(0.088))",0.042,"(np.float64(0.034), np.float64(0.05))",0.968,"(np.float64(0.965), np.float64(0.971))",0.529,"(np.float64(0.505), np.float64(0.568))",0.041,"(np.float64(0.035), np.float64(0.05))"
SINUS TACHYCARDIA,2210,7187,0.051,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.381,"(np.float64(0.37), np.float64(0.391))",0.235,"(np.float64(0.227), np.float64(0.244))",1.0,"(np.float64(0.0), np.float64(1.0))",0.526,"(np.float64(0.509), np.float64(0.539))",0.285,"(np.float64(0.268), np.float64(0.301))"
EARLY REPOLARIZATION,249,9148,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.052,"(np.float64(0.047), np.float64(0.058))",0.026,"(np.float64(0.023), np.float64(0.03))",0.0,"(np.float64(0.0), np.float64(0.0))",0.521,"(np.float64(0.485), np.float64(0.544))",0.029,"(np.float64(0.025), np.float64(0.037))"
PREMATURE VENTRICULAR COMPLEXES,6,9391,0.364,0.333,"(np.float64(0.0), np.float64(0.733))",0.819,"(np.float64(0.812), np.float64(0.825))",0.002,"(np.float64(0.0), np.float64(0.006))",0.001,"(np.float64(0.0), np.float64(0.003))",0.999,"(np.float64(0.999), np.float64(1.0))",0.52,"(np.float64(0.316), np.float64(0.799))",0.001,"(np.float64(0.0), np.float64(0.002))"
otherwise normal ecg,621,8776,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.124,"(np.float64(0.116), np.float64(0.133))",0.066,"(np.float64(0.063), np.float64(0.072))",0.0,"(np.float64(0.0), np.float64(0.0))",0.519,"(np.float64(0.495), np.float64(0.54))",0.072,"(np.float64(0.064), np.float64(0.082))"
LEFT VENTRICULAR HYPERTROPHY,348,9049,0.293,0.397,"(np.float64(0.336), np.float64(0.444))",0.654,"(np.float64(0.646), np.float64(0.667))",0.076,"(np.float64(0.064), np.float64(0.086))",0.042,"(np.float64(0.034), np.float64(0.05))",0.966,"(np.float64(0.961), np.float64(0.97))",0.519,"(np.float64(0.482), np.float64(0.549))",0.041,"(np.float64(0.034), np.float64(0.048))"
WITH 2:1 AV CONDUCTION,40,9357,0.141,0.025,"(np.float64(0.0), np.float64(0.084))",0.999,"(np.float64(0.999), np.float64(1.0))",0.043,"(np.float64(0.0), np.float64(0.132))",0.143,"(np.float64(0.0), np.float64(0.5))",0.996,"(np.float64(0.994), np.float64(0.997))",0.514,"(np.float64(0.425), np.float64(0.596))",0.009,"(np.float64(0.003), np.float64(0.062))"
NORMAL ECG,1759,7638,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.315,"(np.float64(0.306), np.float64(0.327))",0.187,"(np.float64(0.178), np.float64(0.195))",0.0,"(np.float64(0.0), np.float64(0.0))",0.512,"(np.float64(0.495), np.float64(0.527))",0.196,"(np.float64(0.184), np.float64(0.211))"
NONSPECIFIC T WAVE ABNORMALITY,2544,6853,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.426,"(np.float64(0.413), np.float64(0.437))",0.271,"(np.float64(0.263), np.float64(0.278))",0.0,"(np.float64(0.0), np.float64(0.0))",0.507,"(np.float64(0.494), np.float64(0.52))",0.276,"(np.float64(0.26), np.float64(0.29))"
PROLONGED QT,427,8970,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.087,"(np.float64(0.079), np.float64(0.095))",0.045,"(np.float64(0.042), np.float64(0.05))",0.0,"(np.float64(0.0), np.float64(0.0))",0.497,"(np.float64(0.469), np.float64(0.525))",0.047,"(np.float64(0.041), np.float64(0.054))"
WITH AV DISSOCIATION,70,9327,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.015,"(np.float64(0.012), np.float64(0.017))",0.007,"(np.float64(0.006), np.float64(0.009))",0.0,"(np.float64(0.0), np.float64(0.0))",0.465,"(np.float64(0.376), np.float64(0.566))",0.008,"(np.float64(0.006), np.float64(0.012))"
ANTEROSEPTAL INFARCT,14,9383,0.333,0.071,"(np.float64(0.0), np.float64(0.276))",0.983,"(np.float64(0.981), np.float64(0.986))",0.012,"(np.float64(0.0), np.float64(0.047))",0.006,"(np.float64(0.0), np.float64(0.022))",0.999,"(np.float64(0.998), np.float64(0.999))",0.443,"(np.float64(0.282), np.float64(0.58))",0.002,"(np.float64(0.001), np.float64(0.007))"
WITH 1ST DEGREE AV BLOCK,123,9274,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.026,"(np.float64(0.022), np.float64(0.03))",0.013,"(np.float64(0.011), np.float64(0.016))",0.0,"(np.float64(0.0), np.float64(0.0))",0.437,"(np.float64(0.393), np.float64(0.488))",0.011,"(np.float64(0.009), np.float64(0.013))"
WITH VARIABLE AV BLOCK,67,9330,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.014,"(np.float64(0.011), np.float64(0.017))",0.007,"(np.float64(0.006), np.float64(0.009))",0.0,"(np.float64(0.0), np.float64(0.0))",0.435,"(np.float64(0.37), np.float64(0.501))",0.006,"(np.float64(0.005), np.float64(0.009))"
WITH VENTRICULAR ESCAPE COMPLEXES,32,9365,0.152,0.031,"(np.float64(0.0), np.float64(0.084))",0.995,"(np.float64(0.993), np.float64(0.996))",0.024,"(np.float64(0.0), np.float64(0.072))",0.02,"(np.float64(0.0), np.float64(0.059))",0.997,"(np.float64(0.996), np.float64(0.998))",0.424,"(np.float64(0.315), np.float64(0.523))",0.004,"(np.float64(0.002), np.float64(0.008))"
LEFT AXIS DEVIATION,54,9343,0.98,0.037,"(np.float64(0.0), np.float64(0.1))",0.98,"(np.float64(0.978), np.float64(0.983))",0.017,"(np.float64(0.0), np.float64(0.044))",0.011,"(np.float64(0.0), np.float64(0.03))",0.994,"(np.float64(0.993), np.float64(0.996))",0.414,"(np.float64(0.356), np.float64(0.475))",0.005,"(np.float64(0.004), np.float64(0.008))"
LEFT POSTERIOR FASCICULAR BLOCK,19,9378,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.004,"(np.float64(0.003), np.float64(0.006))",0.002,"(np.float64(0.001), np.float64(0.003))",0.0,"(np.float64(0.0), np.float64(0.0))",0.385,"(np.float64(0.275), np.float64(0.515))",0.002,"(np.float64(0.001), np.float64(0.003))"
LEFT ATRIAL ENLARGEMENT,184,9213,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.038,"(np.float64(0.033), np.float64(0.044))",0.02,"(np.float64(0.017), np.float64(0.022))",0.0,"(np.float64(0.0), np.float64(0.0))",0.316,"(np.float64(0.273), np.float64(0.352))",0.013,"(np.float64(0.011), np.float64(0.016))"
RIGHT ATRIAL ENLARGEMENT,201,9196,0.01,1.0,"(np.float64(1.0), np.float64(1.0))",0.001,"(np.float64(0.0), np.float64(0.001))",0.042,"(np.float64(0.036), np.float64(0.047))",0.021,"(np.float64(0.019), np.float64(0.025))",1.0,"(np.float64(1.0), np.float64(1.0))",0.315,"(np.float64(0.277), np.float64(0.35))",0.014,"(np.float64(0.012), np.float64(0.017))"
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,336,9061,0.01,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.069,"(np.float64(0.062), np.float64(0.076))",0.036,"(np.float64(0.033), np.float64(0.04))",1.0,"(np.float64(0.0), np.float64(1.0))",0.303,"(np.float64(0.278), np.float64(0.33))",0.023,"(np.float64(0.021), np.float64(0.026))"
RIGHT VENTRICULAR HYPERTROPHY,693,8704,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.137,"(np.float64(0.127), np.float64(0.146))",0.074,"(np.float64(0.069), np.float64(0.081))",0.0,"(np.float64(0.0), np.float64(0.0))",0.285,"(np.float64(0.262), np.float64(0.309))",0.048,"(np.float64(0.044), np.float64(0.052))"
RIGHT AXIS DEVIATION,335,9062,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.069,"(np.float64(0.062), np.float64(0.076))",0.036,"(np.float64(0.032), np.float64(0.039))",0.0,"(np.float64(0.0), np.float64(0.0))",0.252,"(np.float64(0.219), np.float64(0.28))",0.022,"(np.float64(0.02), np.float64(0.025))"
RIGHT BUNDLE BRANCH BLOCK,290,9107,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.06,"(np.float64(0.053), np.float64(0.066))",0.031,"(np.float64(0.027), np.float64(0.035))",0.0,"(np.float64(0.0), np.float64(0.0))",0.246,"(np.float64(0.223), np.float64(0.269))",0.019,"(np.float64(0.017), np.float64(0.022))"
PULMONARY DISEASE PATTERN,3,9394,0.01,1.0,"(np.float64(0.0), np.float64(1.0))",0.017,"(np.float64(0.014), np.float64(0.019))",0.001,"(np.float64(0.0), np.float64(0.002))",0.0,"(np.float64(0.0), np.float64(0.001))",1.0,"(np.float64(1.0), np.float64(1.0))",0.202,"(np.float64(0.032), np.float64(0.31))",0.0,"(np.float64(0.0), np.float64(0.001))"
