Label,n_pos,n_neg,Threshold,Sensitivity,Sensitivity_CI,Specificity,Specificity_CI,F1,F1_CI,PPV,PPV_CI,NPV,NPV_CI,AUROC,AUROC_CI,AUPRC,AUPRC_CI
otherwise normal ecg,621,8776,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.124,"(np.float64(0.116), np.float64(0.134))",0.066,"(np.float64(0.062), np.float64(0.071))",0.0,"(np.float64(0.0), np.float64(0.0))",0.519,"(np.float64(0.504), np.float64(0.541))",0.072,"(np.float64(0.064), np.float64(0.081))"
LEFT VENTRICULAR HYPERTROPHY,348,9049,0.293,0.397,"(np.float64(0.34), np.float64(0.444))",0.654,"(np.float64(0.645), np.float64(0.665))",0.076,"(np.float64(0.063), np.float64(0.089))",0.042,"(np.float64(0.036), np.float64(0.05))",0.966,"(np.float64(0.962), np.float64(0.97))",0.519,"(np.float64(0.489), np.float64(0.548))",0.041,"(np.float64(0.035), np.float64(0.049))"
WITH 2:1 AV CONDUCTION,40,9357,0.141,0.025,"(np.float64(0.0), np.float64(0.081))",0.999,"(np.float64(0.999), np.float64(1.0))",0.043,"(np.float64(0.0), np.float64(0.149))",0.143,"(np.float64(0.0), np.float64(0.537))",0.996,"(np.float64(0.995), np.float64(0.997))",0.514,"(np.float64(0.431), np.float64(0.586))",0.009,"(np.float64(0.003), np.float64(0.05))"
NORMAL ECG,1759,7638,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.315,"(np.float64(0.304), np.float64(0.326))",0.187,"(np.float64(0.179), np.float64(0.195))",0.0,"(np.float64(0.0), np.float64(0.0))",0.512,"(np.float64(0.5), np.float64(0.524))",0.196,"(np.float64(0.186), np.float64(0.212))"
NONSPECIFIC T WAVE ABNORMALITY,2544,6853,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.426,"(np.float64(0.416), np.float64(0.437))",0.271,"(np.float64(0.261), np.float64(0.28))",0.0,"(np.float64(0.0), np.float64(0.0))",0.507,"(np.float64(0.495), np.float64(0.517))",0.276,"(np.float64(0.267), np.float64(0.287))"
PROLONGED QT,427,8970,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.087,"(np.float64(0.08), np.float64(0.094))",0.045,"(np.float64(0.042), np.float64(0.05))",0.0,"(np.float64(0.0), np.float64(0.0))",0.497,"(np.float64(0.476), np.float64(0.521))",0.047,"(np.float64(0.042), np.float64(0.054))"
WITH AV DISSOCIATION,70,9327,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.015,"(np.float64(0.012), np.float64(0.019))",0.007,"(np.float64(0.006), np.float64(0.009))",0.0,"(np.float64(0.0), np.float64(0.0))",0.465,"(np.float64(0.391), np.float64(0.533))",0.008,"(np.float64(0.006), np.float64(0.012))"
ANTEROSEPTAL INFARCT,14,9383,0.333,0.071,"(np.float64(0.0), np.float64(0.226))",0.983,"(np.float64(0.981), np.float64(0.986))",0.012,"(np.float64(0.0), np.float64(0.037))",0.006,"(np.float64(0.0), np.float64(0.017))",0.999,"(np.float64(0.998), np.float64(0.999))",0.443,"(np.float64(0.283), np.float64(0.562))",0.002,"(np.float64(0.001), np.float64(0.006))"
WITH 1ST DEGREE AV BLOCK,123,9274,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.026,"(np.float64(0.022), np.float64(0.031))",0.013,"(np.float64(0.011), np.float64(0.015))",0.0,"(np.float64(0.0), np.float64(0.0))",0.437,"(np.float64(0.392), np.float64(0.488))",0.011,"(np.float64(0.008), np.float64(0.013))"
WITH VARIABLE AV BLOCK,67,9330,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.014,"(np.float64(0.011), np.float64(0.018))",0.007,"(np.float64(0.006), np.float64(0.008))",0.0,"(np.float64(0.0), np.float64(0.0))",0.435,"(np.float64(0.373), np.float64(0.498))",0.006,"(np.float64(0.004), np.float64(0.008))"
WITH VENTRICULAR ESCAPE COMPLEXES,32,9365,0.152,0.031,"(np.float64(0.0), np.float64(0.104))",0.995,"(np.float64(0.993), np.float64(0.996))",0.024,"(np.float64(0.0), np.float64(0.079))",0.02,"(np.float64(0.0), np.float64(0.064))",0.997,"(np.float64(0.996), np.float64(0.998))",0.424,"(np.float64(0.319), np.float64(0.507))",0.004,"(np.float64(0.002), np.float64(0.011))"
LEFT AXIS DEVIATION,54,9343,0.98,0.037,"(np.float64(0.0), np.float64(0.092))",0.98,"(np.float64(0.977), np.float64(0.983))",0.017,"(np.float64(0.0), np.float64(0.039))",0.011,"(np.float64(0.0), np.float64(0.029))",0.994,"(np.float64(0.993), np.float64(0.996))",0.414,"(np.float64(0.341), np.float64(0.474))",0.005,"(np.float64(0.004), np.float64(0.008))"
LEFT POSTERIOR FASCICULAR BLOCK,19,9378,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.004,"(np.float64(0.002), np.float64(0.006))",0.002,"(np.float64(0.001), np.float64(0.003))",0.0,"(np.float64(0.0), np.float64(0.0))",0.385,"(np.float64(0.264), np.float64(0.515))",0.002,"(np.float64(0.001), np.float64(0.003))"
LEFT ATRIAL ENLARGEMENT,184,9213,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.038,"(np.float64(0.034), np.float64(0.044))",0.02,"(np.float64(0.016), np.float64(0.022))",0.0,"(np.float64(0.0), np.float64(0.0))",0.316,"(np.float64(0.277), np.float64(0.345))",0.013,"(np.float64(0.011), np.float64(0.015))"
RIGHT ATRIAL ENLARGEMENT,201,9196,0.01,1.0,"(np.float64(1.0), np.float64(1.0))",0.001,"(np.float64(0.0), np.float64(0.001))",0.042,"(np.float64(0.037), np.float64(0.047))",0.021,"(np.float64(0.019), np.float64(0.023))",1.0,"(np.float64(1.0), np.float64(1.0))",0.315,"(np.float64(0.29), np.float64(0.349))",0.014,"(np.float64(0.013), np.float64(0.017))"
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,336,9061,0.01,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.069,"(np.float64(0.062), np.float64(0.074))",0.036,"(np.float64(0.033), np.float64(0.039))",1.0,"(np.float64(0.0), np.float64(1.0))",0.303,"(np.float64(0.271), np.float64(0.332))",0.023,"(np.float64(0.021), np.float64(0.026))"
RIGHT VENTRICULAR HYPERTROPHY,693,8704,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.137,"(np.float64(0.13), np.float64(0.146))",0.074,"(np.float64(0.068), np.float64(0.079))",0.0,"(np.float64(0.0), np.float64(0.0))",0.285,"(np.float64(0.262), np.float64(0.308))",0.048,"(np.float64(0.045), np.float64(0.052))"
RIGHT AXIS DEVIATION,335,9062,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.069,"(np.float64(0.063), np.float64(0.079))",0.036,"(np.float64(0.033), np.float64(0.039))",0.0,"(np.float64(0.0), np.float64(0.0))",0.252,"(np.float64(0.222), np.float64(0.284))",0.022,"(np.float64(0.02), np.float64(0.024))"
RIGHT BUNDLE BRANCH BLOCK,290,9107,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.06,"(np.float64(0.053), np.float64(0.068))",0.031,"(np.float64(0.028), np.float64(0.034))",0.0,"(np.float64(0.0), np.float64(0.0))",0.246,"(np.float64(0.217), np.float64(0.276))",0.019,"(np.float64(0.017), np.float64(0.022))"
PULMONARY DISEASE PATTERN,3,9394,0.01,1.0,"(np.float64(0.0), np.float64(1.0))",0.017,"(np.float64(0.014), np.float64(0.019))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.001))",1.0,"(np.float64(1.0), np.float64(1.0))",0.202,"(np.float64(0.031), np.float64(0.296))",0.0,"(np.float64(0.0), np.float64(0.001))"
