Label,n_pos,n_neg,Threshold,Sensitivity,Sensitivity_CI,Specificity,Specificity_CI,F1,F1_CI,PPV,PPV_CI,NPV,NPV_CI,AUROC,AUROC_CI,AUPRC,AUPRC_CI
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,336,9061,0.273,0.217,"(np.float64(0.175), np.float64(0.257))",0.954,"(np.float64(0.949), np.float64(0.958))",0.177,"(np.float64(0.145), np.float64(0.21))",0.149,"(np.float64(0.121), np.float64(0.178))",0.97,"(np.float64(0.968), np.float64(0.974))",0.656,"(np.float64(0.632), np.float64(0.687))",0.091,"(np.float64(0.072), np.float64(0.118))"
PULMONARY DISEASE PATTERN,3,9394,0.03,1.0,"(np.float64(0.0), np.float64(1.0))",0.45,"(np.float64(0.438), np.float64(0.458))",0.001,"(np.float64(0.0), np.float64(0.002))",0.001,"(np.float64(0.0), np.float64(0.001))",1.0,"(np.float64(1.0), np.float64(1.0))",0.634,"(np.float64(0.531), np.float64(0.781))",0.001,"(np.float64(0.0), np.float64(0.002))"
PREMATURE VENTRICULAR COMPLEXES,6,9391,0.596,0.333,"(np.float64(0.0), np.float64(0.667))",0.94,"(np.float64(0.936), np.float64(0.944))",0.007,"(np.float64(0.0), np.float64(0.02))",0.004,"(np.float64(0.0), np.float64(0.009))",1.0,"(np.float64(0.999), np.float64(1.0))",0.62,"(np.float64(0.33), np.float64(0.892))",0.002,"(np.float64(0.0), np.float64(0.007))"
WITH VENTRICULAR ESCAPE COMPLEXES,32,9365,0.061,0.062,"(np.float64(0.0), np.float64(0.143))",0.969,"(np.float64(0.965), np.float64(0.973))",0.012,"(np.float64(0.0), np.float64(0.03))",0.007,"(np.float64(0.0), np.float64(0.016))",0.997,"(np.float64(0.996), np.float64(0.998))",0.597,"(np.float64(0.504), np.float64(0.701))",0.005,"(np.float64(0.003), np.float64(0.009))"
LATERAL INFARCT,3,9394,0.798,0.333,"(np.float64(0.0), np.float64(1.0))",0.829,"(np.float64(0.822), np.float64(0.837))",0.001,"(np.float64(0.0), np.float64(0.004))",0.001,"(np.float64(0.0), np.float64(0.002))",1.0,"(np.float64(0.999), np.float64(1.0))",0.592,"(np.float64(0.453), np.float64(0.836))",0.001,"(np.float64(0.0), np.float64(0.002))"
INFERIOR INFARCT,8,9389,0.273,0.125,"(np.float64(0.0), np.float64(0.333))",0.971,"(np.float64(0.968), np.float64(0.974))",0.007,"(np.float64(0.0), np.float64(0.021))",0.004,"(np.float64(0.0), np.float64(0.011))",0.999,"(np.float64(0.999), np.float64(1.0))",0.591,"(np.float64(0.36), np.float64(0.799))",0.002,"(np.float64(0.001), np.float64(0.005))"
WITH AV DISSOCIATION,70,9327,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.015,"(np.float64(0.012), np.float64(0.018))",0.007,"(np.float64(0.006), np.float64(0.009))",0.0,"(np.float64(0.0), np.float64(0.0))",0.582,"(np.float64(0.51), np.float64(0.634))",0.012,"(np.float64(0.008), np.float64(0.022))"
ATRIAL FIBRILLATION,25,9372,0.788,0.12,"(np.float64(0.0), np.float64(0.238))",0.957,"(np.float64(0.952), np.float64(0.96))",0.014,"(np.float64(0.0), np.float64(0.033))",0.007,"(np.float64(0.002), np.float64(0.018))",0.998,"(np.float64(0.997), np.float64(0.998))",0.579,"(np.float64(0.454), np.float64(0.655))",0.004,"(np.float64(0.002), np.float64(0.008))"
WITH JUNCTIONAL ESCAPE COMPLEXES,184,9213,0.02,0.576,"(np.float64(0.509), np.float64(0.63))",0.574,"(np.float64(0.564), np.float64(0.585))",0.05,"(np.float64(0.042), np.float64(0.059))",0.026,"(np.float64(0.021), np.float64(0.031))",0.985,"(np.float64(0.982), np.float64(0.988))",0.576,"(np.float64(0.536), np.float64(0.619))",0.023,"(np.float64(0.019), np.float64(0.028))"
ANTERIOR INFARCT,5,9392,0.697,0.4,"(np.float64(0.0), np.float64(0.905))",0.938,"(np.float64(0.934), np.float64(0.943))",0.007,"(np.float64(0.0), np.float64(0.019))",0.003,"(np.float64(0.0), np.float64(0.009))",1.0,"(np.float64(0.999), np.float64(1.0))",0.575,"(np.float64(0.043), np.float64(0.917))",0.002,"(np.float64(0.0), np.float64(0.009))"
RIGHT ATRIAL ENLARGEMENT,201,9196,0.293,0.234,"(np.float64(0.18), np.float64(0.291))",0.836,"(np.float64(0.827), np.float64(0.843))",0.053,"(np.float64(0.038), np.float64(0.071))",0.03,"(np.float64(0.021), np.float64(0.037))",0.98,"(np.float64(0.977), np.float64(0.983))",0.564,"(np.float64(0.531), np.float64(0.603))",0.026,"(np.float64(0.022), np.float64(0.033))"
ANTEROSEPTAL INFARCT,14,9383,0.182,0.143,"(np.float64(0.0), np.float64(0.344))",0.962,"(np.float64(0.958), np.float64(0.966))",0.011,"(np.float64(0.0), np.float64(0.027))",0.006,"(np.float64(0.0), np.float64(0.013))",0.999,"(np.float64(0.998), np.float64(0.999))",0.547,"(np.float64(0.394), np.float64(0.729))",0.002,"(np.float64(0.001), np.float64(0.008))"
otherwise normal ecg,621,8776,0.03,0.351,"(np.float64(0.31), np.float64(0.38))",0.708,"(np.float64(0.7), np.float64(0.718))",0.128,"(np.float64(0.113), np.float64(0.146))",0.078,"(np.float64(0.068), np.float64(0.087))",0.939,"(np.float64(0.934), np.float64(0.944))",0.533,"(np.float64(0.512), np.float64(0.555))",0.074,"(np.float64(0.067), np.float64(0.084))"
EARLY REPOLARIZATION,249,9148,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.052,"(np.float64(0.044), np.float64(0.056))",0.026,"(np.float64(0.024), np.float64(0.03))",0.0,"(np.float64(0.0), np.float64(0.0))",0.519,"(np.float64(0.487), np.float64(0.555))",0.027,"(np.float64(0.023), np.float64(0.031))"
LEFT AXIS DEVIATION,54,9343,0.202,0.852,"(np.float64(0.743), np.float64(0.946))",0.274,"(np.float64(0.264), np.float64(0.281))",0.013,"(np.float64(0.009), np.float64(0.017))",0.007,"(np.float64(0.005), np.float64(0.009))",0.997,"(np.float64(0.995), np.float64(0.999))",0.513,"(np.float64(0.459), np.float64(0.601))",0.006,"(np.float64(0.004), np.float64(0.008))"
PROLONGED QT,427,8970,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.087,"(np.float64(0.078), np.float64(0.095))",0.045,"(np.float64(0.042), np.float64(0.049))",0.0,"(np.float64(0.0), np.float64(0.0))",0.508,"(np.float64(0.483), np.float64(0.535))",0.045,"(np.float64(0.042), np.float64(0.05))"
NORMAL ECG,1759,7638,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.315,"(np.float64(0.306), np.float64(0.327))",0.187,"(np.float64(0.18), np.float64(0.196))",0.0,"(np.float64(0.0), np.float64(0.0))",0.502,"(np.float64(0.49), np.float64(0.519))",0.19,"(np.float64(0.18), np.float64(0.206))"
LEFT ATRIAL ENLARGEMENT,184,9213,0.242,0.076,"(np.float64(0.037), np.float64(0.114))",0.957,"(np.float64(0.953), np.float64(0.961))",0.047,"(np.float64(0.027), np.float64(0.065))",0.034,"(np.float64(0.021), np.float64(0.053))",0.981,"(np.float64(0.979), np.float64(0.983))",0.494,"(np.float64(0.442), np.float64(0.547))",0.02,"(np.float64(0.017), np.float64(0.026))"
ATRIAL FLUTTER,31,9366,0.162,0.935,"(np.float64(0.83), np.float64(1.0))",0.206,"(np.float64(0.198), np.float64(0.215))",0.008,"(np.float64(0.005), np.float64(0.011))",0.004,"(np.float64(0.003), np.float64(0.005))",0.999,"(np.float64(0.997), np.float64(1.0))",0.493,"(np.float64(0.412), np.float64(0.585))",0.003,"(np.float64(0.002), np.float64(0.004))"
LEFT ANTERIOR FASCICULAR BLOCK,323,9074,0.495,0.217,"(np.float64(0.18), np.float64(0.254))",0.816,"(np.float64(0.808), np.float64(0.823))",0.068,"(np.float64(0.052), np.float64(0.084))",0.04,"(np.float64(0.032), np.float64(0.051))",0.967,"(np.float64(0.963), np.float64(0.971))",0.49,"(np.float64(0.458), np.float64(0.52))",0.035,"(np.float64(0.03), np.float64(0.042))"
WITH 2:1 AV CONDUCTION,40,9357,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.008,"(np.float64(0.006), np.float64(0.011))",0.004,"(np.float64(0.003), np.float64(0.005))",0.0,"(np.float64(0.0), np.float64(0.0))",0.488,"(np.float64(0.421), np.float64(0.574))",0.004,"(np.float64(0.003), np.float64(0.006))"
NONSPECIFIC T WAVE ABNORMALITY,2544,6853,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.426,"(np.float64(0.417), np.float64(0.437))",0.271,"(np.float64(0.263), np.float64(0.279))",0.0,"(np.float64(0.0), np.float64(0.0))",0.471,"(np.float64(0.46), np.float64(0.486))",0.257,"(np.float64(0.246), np.float64(0.268))"
WITH 1ST DEGREE AV BLOCK,123,9274,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.026,"(np.float64(0.022), np.float64(0.031))",0.013,"(np.float64(0.011), np.float64(0.015))",0.0,"(np.float64(0.0), np.float64(0.0))",0.471,"(np.float64(0.428), np.float64(0.539))",0.014,"(np.float64(0.011), np.float64(0.019))"
WITH COMPLETE HEART BLOCK,67,9330,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.014,"(np.float64(0.011), np.float64(0.018))",0.007,"(np.float64(0.006), np.float64(0.009))",0.0,"(np.float64(0.0), np.float64(0.0))",0.449,"(np.float64(0.39), np.float64(0.527))",0.006,"(np.float64(0.005), np.float64(0.009))"
SINUS TACHYCARDIA,2210,7187,0.111,0.998,"(np.float64(0.995), np.float64(1.0))",0.009,"(np.float64(0.007), np.float64(0.011))",0.382,"(np.float64(0.37), np.float64(0.395))",0.236,"(np.float64(0.227), np.float64(0.245))",0.926,"(np.float64(0.87), np.float64(0.984))",0.441,"(np.float64(0.428), np.float64(0.454))",0.207,"(np.float64(0.199), np.float64(0.219))"
SUPRAVENTRICULAR TACHYCARDIA,45,9352,0.939,0.044,"(np.float64(0.0), np.float64(0.112))",0.984,"(np.float64(0.981), np.float64(0.986))",0.02,"(np.float64(0.0), np.float64(0.048))",0.013,"(np.float64(0.0), np.float64(0.029))",0.995,"(np.float64(0.994), np.float64(0.997))",0.413,"(np.float64(0.318), np.float64(0.494))",0.005,"(np.float64(0.003), np.float64(0.009))"
SINUS BRADYCARDIA,935,8462,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.181,"(np.float64(0.173), np.float64(0.191))",0.099,"(np.float64(0.094), np.float64(0.105))",0.0,"(np.float64(0.0), np.float64(0.0))",0.298,"(np.float64(0.281), np.float64(0.315))",0.068,"(np.float64(0.063), np.float64(0.075))"
VENTRICULAR TACHYCARDIA,81,9316,0.03,1.0,"(np.float64(1.0), np.float64(1.0))",0.003,"(np.float64(0.002), np.float64(0.005))",0.017,"(np.float64(0.014), np.float64(0.022))",0.009,"(np.float64(0.007), np.float64(0.01))",1.0,"(np.float64(1.0), np.float64(1.0))",0.262,"(np.float64(0.212), np.float64(0.296))",0.006,"(np.float64(0.005), np.float64(0.008))"
LEFT POSTERIOR FASCICULAR BLOCK,19,9378,0.01,1.0,"(np.float64(1.0), np.float64(1.0))",0.013,"(np.float64(0.011), np.float64(0.014))",0.004,"(np.float64(0.002), np.float64(0.006))",0.002,"(np.float64(0.001), np.float64(0.003))",1.0,"(np.float64(1.0), np.float64(1.0))",0.157,"(np.float64(0.079), np.float64(0.224))",0.001,"(np.float64(0.001), np.float64(0.002))"
