Label,n_pos,n_neg,Threshold,Sensitivity,Sensitivity_CI,Specificity,Specificity_CI,F1,F1_CI,PPV,PPV_CI,NPV,NPV_CI,AUROC,AUROC_CI,AUPRC,AUPRC_CI
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,336,9061,0.121,0.637,"(np.float64(0.589), np.float64(0.679))",0.963,"(np.float64(0.959), np.float64(0.966))",0.484,"(np.float64(0.449), np.float64(0.527))",0.391,"(np.float64(0.34), np.float64(0.423))",0.986,"(np.float64(0.984), np.float64(0.988))",0.942,"(np.float64(0.933), np.float64(0.954))",0.462,"(np.float64(0.41), np.float64(0.532))"
ANTEROSEPTAL INFARCT,14,9383,0.02,0.143,"(np.float64(0.0), np.float64(0.346))",0.996,"(np.float64(0.995), np.float64(0.997))",0.08,"(np.float64(0.0), np.float64(0.224))",0.056,"(np.float64(0.0), np.float64(0.136))",0.999,"(np.float64(0.998), np.float64(0.999))",0.939,"(np.float64(0.903), np.float64(0.971))",0.028,"(np.float64(0.013), np.float64(0.076))"
WITH COMPLETE HEART BLOCK,67,9330,0.212,0.343,"(np.float64(0.248), np.float64(0.46))",0.999,"(np.float64(0.999), np.float64(1.0))",0.474,"(np.float64(0.357), np.float64(0.6))",0.767,"(np.float64(0.639), np.float64(0.908))",0.995,"(np.float64(0.994), np.float64(0.997))",0.937,"(np.float64(0.903), np.float64(0.969))",0.415,"(np.float64(0.294), np.float64(0.537))"
WITH VENTRICULAR ESCAPE COMPLEXES,32,9365,0.061,0.406,"(np.float64(0.207), np.float64(0.564))",0.996,"(np.float64(0.994), np.float64(0.997))",0.306,"(np.float64(0.196), np.float64(0.438))",0.245,"(np.float64(0.142), np.float64(0.358))",0.998,"(np.float64(0.997), np.float64(0.999))",0.92,"(np.float64(0.831), np.float64(0.98))",0.203,"(np.float64(0.128), np.float64(0.374))"
RIGHT ATRIAL ENLARGEMENT,201,9196,0.121,0.532,"(np.float64(0.473), np.float64(0.599))",0.967,"(np.float64(0.963), np.float64(0.97))",0.347,"(np.float64(0.307), np.float64(0.394))",0.258,"(np.float64(0.217), np.float64(0.295))",0.99,"(np.float64(0.987), np.float64(0.992))",0.913,"(np.float64(0.893), np.float64(0.93))",0.266,"(np.float64(0.213), np.float64(0.315))"
LEFT AXIS DEVIATION,54,9343,0.051,0.259,"(np.float64(0.179), np.float64(0.368))",0.988,"(np.float64(0.986), np.float64(0.99))",0.154,"(np.float64(0.08), np.float64(0.22))",0.109,"(np.float64(0.068), np.float64(0.169))",0.996,"(np.float64(0.995), np.float64(0.997))",0.911,"(np.float64(0.886), np.float64(0.944))",0.067,"(np.float64(0.039), np.float64(0.114))"
LEFT VENTRICULAR HYPERTROPHY,348,9049,0.192,0.437,"(np.float64(0.386), np.float64(0.484))",0.978,"(np.float64(0.975), np.float64(0.98))",0.432,"(np.float64(0.384), np.float64(0.472))",0.428,"(np.float64(0.376), np.float64(0.479))",0.978,"(np.float64(0.976), np.float64(0.981))",0.899,"(np.float64(0.884), np.float64(0.913))",0.405,"(np.float64(0.353), np.float64(0.464))"
WITH AV DISSOCIATION,70,9327,0.101,0.286,"(np.float64(0.188), np.float64(0.396))",0.994,"(np.float64(0.992), np.float64(0.995))",0.27,"(np.float64(0.172), np.float64(0.353))",0.256,"(np.float64(0.159), np.float64(0.361))",0.995,"(np.float64(0.993), np.float64(0.996))",0.89,"(np.float64(0.833), np.float64(0.926))",0.18,"(np.float64(0.114), np.float64(0.276))"
WITH 2:1 AV CONDUCTION,40,9357,0.303,0.1,"(np.float64(0.024), np.float64(0.193))",0.999,"(np.float64(0.999), np.float64(1.0))",0.163,"(np.float64(0.045), np.float64(0.302))",0.444,"(np.float64(0.0), np.float64(0.8))",0.996,"(np.float64(0.995), np.float64(0.998))",0.89,"(np.float64(0.832), np.float64(0.944))",0.103,"(np.float64(0.048), np.float64(0.229))"
NORMAL ECG,1759,7638,0.354,0.744,"(np.float64(0.725), np.float64(0.76))",0.856,"(np.float64(0.847), np.float64(0.864))",0.628,"(np.float64(0.613), np.float64(0.644))",0.543,"(np.float64(0.524), np.float64(0.568))",0.936,"(np.float64(0.93), np.float64(0.94))",0.89,"(np.float64(0.883), np.float64(0.896))",0.623,"(np.float64(0.6), np.float64(0.648))"
PREMATURE ATRIAL COMPLEXES,1,9396,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.888,"(np.float64(0.882), np.float64(0.893))",0.001,"(np.float64(0.001), np.float64(0.003))"
ANTERIOR INFARCT,5,9392,0.02,0.2,"(np.float64(0.0), np.float64(0.679))",0.999,"(np.float64(0.998), np.float64(0.999))",0.111,"(np.float64(0.0), np.float64(0.308))",0.077,"(np.float64(0.0), np.float64(0.257))",1.0,"(np.float64(0.999), np.float64(1.0))",0.885,"(np.float64(0.668), np.float64(0.98))",0.028,"(np.float64(0.003), np.float64(0.147))"
LEFT ATRIAL ENLARGEMENT,184,9213,0.121,0.337,"(np.float64(0.272), np.float64(0.388))",0.979,"(np.float64(0.977), np.float64(0.982))",0.284,"(np.float64(0.228), np.float64(0.332))",0.246,"(np.float64(0.193), np.float64(0.3))",0.987,"(np.float64(0.984), np.float64(0.989))",0.882,"(np.float64(0.857), np.float64(0.904))",0.218,"(np.float64(0.177), np.float64(0.274))"
EARLY REPOLARIZATION,249,9148,0.121,0.414,"(np.float64(0.348), np.float64(0.476))",0.963,"(np.float64(0.959), np.float64(0.967))",0.298,"(np.float64(0.249), np.float64(0.337))",0.233,"(np.float64(0.192), np.float64(0.268))",0.984,"(np.float64(0.981), np.float64(0.987))",0.878,"(np.float64(0.858), np.float64(0.893))",0.217,"(np.float64(0.181), np.float64(0.27))"
LOW VOLTAGE QRS,277,9120,0.131,0.48,"(np.float64(0.426), np.float64(0.529))",0.94,"(np.float64(0.936), np.float64(0.946))",0.279,"(np.float64(0.244), np.float64(0.309))",0.196,"(np.float64(0.167), np.float64(0.227))",0.983,"(np.float64(0.98), np.float64(0.986))",0.874,"(np.float64(0.854), np.float64(0.89))",0.196,"(np.float64(0.157), np.float64(0.238))"
WITH VARIABLE AV BLOCK,67,9330,0.071,0.343,"(np.float64(0.255), np.float64(0.481))",0.985,"(np.float64(0.983), np.float64(0.987))",0.197,"(np.float64(0.143), np.float64(0.258))",0.139,"(np.float64(0.09), np.float64(0.193))",0.995,"(np.float64(0.993), np.float64(0.997))",0.873,"(np.float64(0.834), np.float64(0.905))",0.11,"(np.float64(0.066), np.float64(0.19))"
WITH JUNCTIONAL ESCAPE COMPLEXES,184,9213,0.192,0.288,"(np.float64(0.229), np.float64(0.352))",0.99,"(np.float64(0.988), np.float64(0.992))",0.325,"(np.float64(0.268), np.float64(0.393))",0.373,"(np.float64(0.292), np.float64(0.444))",0.986,"(np.float64(0.984), np.float64(0.988))",0.867,"(np.float64(0.845), np.float64(0.889))",0.261,"(np.float64(0.212), np.float64(0.336))"
LATERAL INFARCT,3,9394,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.842,"(np.float64(0.647), np.float64(0.982))",0.003,"(np.float64(0.0), np.float64(0.016))"
WITH 1ST DEGREE AV BLOCK,123,9274,0.051,0.309,"(np.float64(0.242), np.float64(0.368))",0.977,"(np.float64(0.975), np.float64(0.98))",0.203,"(np.float64(0.152), np.float64(0.253))",0.151,"(np.float64(0.114), np.float64(0.196))",0.991,"(np.float64(0.988), np.float64(0.993))",0.84,"(np.float64(0.8), np.float64(0.879))",0.142,"(np.float64(0.099), np.float64(0.217))"
NONSPECIFIC T WAVE ABNORMALITY,2544,6853,0.313,0.638,"(np.float64(0.621), np.float64(0.655))",0.858,"(np.float64(0.851), np.float64(0.866))",0.632,"(np.float64(0.616), np.float64(0.648))",0.626,"(np.float64(0.61), np.float64(0.645))",0.865,"(np.float64(0.856), np.float64(0.871))",0.824,"(np.float64(0.815), np.float64(0.832))",0.66,"(np.float64(0.641), np.float64(0.68))"
PROLONGED QT,427,8970,0.071,0.478,"(np.float64(0.439), np.float64(0.523))",0.904,"(np.float64(0.899), np.float64(0.91))",0.274,"(np.float64(0.244), np.float64(0.303))",0.192,"(np.float64(0.169), np.float64(0.214))",0.973,"(np.float64(0.97), np.float64(0.976))",0.813,"(np.float64(0.788), np.float64(0.829))",0.22,"(np.float64(0.177), np.float64(0.261))"
INFERIOR INFARCT,8,9389,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.002,"(np.float64(0.001), np.float64(0.003))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.786,"(np.float64(0.616), np.float64(0.928))",0.006,"(np.float64(0.001), np.float64(0.024))"
PREMATURE VENTRICULAR COMPLEXES,6,9391,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.002))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.782,"(np.float64(0.579), np.float64(0.971))",0.005,"(np.float64(0.001), np.float64(0.019))"
FUSION COMPLEXES,27,9370,0.02,0.185,"(np.float64(0.046), np.float64(0.342))",0.986,"(np.float64(0.983), np.float64(0.988))",0.06,"(np.float64(0.013), np.float64(0.102))",0.036,"(np.float64(0.007), np.float64(0.064))",0.998,"(np.float64(0.996), np.float64(0.999))",0.781,"(np.float64(0.68), np.float64(0.858))",0.017,"(np.float64(0.007), np.float64(0.036))"
otherwise normal ecg,621,8776,0.131,0.411,"(np.float64(0.368), np.float64(0.45))",0.861,"(np.float64(0.854), np.float64(0.868))",0.243,"(np.float64(0.223), np.float64(0.27))",0.172,"(np.float64(0.155), np.float64(0.19))",0.954,"(np.float64(0.948), np.float64(0.959))",0.774,"(np.float64(0.759), np.float64(0.786))",0.181,"(np.float64(0.159), np.float64(0.208))"
ATRIAL FIBRILLATION,25,9372,0.03,0.08,"(np.float64(0.0), np.float64(0.179))",0.995,"(np.float64(0.994), np.float64(0.997))",0.057,"(np.float64(0.0), np.float64(0.128))",0.044,"(np.float64(0.0), np.float64(0.104))",0.998,"(np.float64(0.996), np.float64(0.998))",0.754,"(np.float64(0.672), np.float64(0.844))",0.014,"(np.float64(0.006), np.float64(0.048))"
PULMONARY DISEASE PATTERN,3,9394,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.725,"(np.float64(0.32), np.float64(0.97))",0.002,"(np.float64(0.0), np.float64(0.012))"
