Label,n_pos,n_neg,Threshold,Sensitivity,Sensitivity_CI,Specificity,Specificity_CI,F1,F1_CI,PPV,PPV_CI,NPV,NPV_CI,AUROC,AUROC_CI,AUPRC,AUPRC_CI
LEFT AXIS DEVIATION,54,9343,0.071,0.426,"(np.float64(0.295), np.float64(0.605))",0.983,"(np.float64(0.98), np.float64(0.985))",0.192,"(np.float64(0.137), np.float64(0.257))",0.124,"(np.float64(0.079), np.float64(0.164))",0.997,"(np.float64(0.996), np.float64(0.998))",0.956,"(np.float64(0.942), np.float64(0.969))",0.112,"(np.float64(0.071), np.float64(0.189))"
SINUS TACHYCARDIA,2210,7187,0.333,0.826,"(np.float64(0.812), np.float64(0.839))",0.913,"(np.float64(0.906), np.float64(0.92))",0.783,"(np.float64(0.767), np.float64(0.796))",0.745,"(np.float64(0.734), np.float64(0.763))",0.945,"(np.float64(0.94), np.float64(0.95))",0.952,"(np.float64(0.948), np.float64(0.956))",0.855,"(np.float64(0.839), np.float64(0.866))"
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,336,9061,0.192,0.637,"(np.float64(0.572), np.float64(0.681))",0.969,"(np.float64(0.965), np.float64(0.971))",0.513,"(np.float64(0.469), np.float64(0.552))",0.429,"(np.float64(0.396), np.float64(0.463))",0.986,"(np.float64(0.984), np.float64(0.989))",0.95,"(np.float64(0.94), np.float64(0.959))",0.515,"(np.float64(0.468), np.float64(0.562))"
RIGHT AXIS DEVIATION,335,9062,0.293,0.549,"(np.float64(0.499), np.float64(0.605))",0.97,"(np.float64(0.966), np.float64(0.973))",0.465,"(np.float64(0.426), np.float64(0.501))",0.404,"(np.float64(0.362), np.float64(0.443))",0.983,"(np.float64(0.98), np.float64(0.986))",0.946,"(np.float64(0.935), np.float64(0.955))",0.466,"(np.float64(0.42), np.float64(0.521))"
WITH COMPLETE HEART BLOCK,67,9330,0.101,0.388,"(np.float64(0.294), np.float64(0.513))",0.996,"(np.float64(0.995), np.float64(0.997))",0.4,"(np.float64(0.307), np.float64(0.489))",0.413,"(np.float64(0.294), np.float64(0.509))",0.996,"(np.float64(0.994), np.float64(0.997))",0.944,"(np.float64(0.919), np.float64(0.965))",0.338,"(np.float64(0.22), np.float64(0.496))"
ANTEROSEPTAL INFARCT,14,9383,0.02,0.214,"(np.float64(0.048), np.float64(0.5))",0.998,"(np.float64(0.997), np.float64(0.999))",0.162,"(np.float64(0.0), np.float64(0.353))",0.13,"(np.float64(0.041), np.float64(0.288))",0.999,"(np.float64(0.998), np.float64(0.999))",0.941,"(np.float64(0.874), np.float64(0.986))",0.066,"(np.float64(0.023), np.float64(0.175))"
WITH VENTRICULAR ESCAPE COMPLEXES,32,9365,0.051,0.469,"(np.float64(0.345), np.float64(0.597))",0.994,"(np.float64(0.993), np.float64(0.996))",0.303,"(np.float64(0.193), np.float64(0.427))",0.224,"(np.float64(0.118), np.float64(0.328))",0.998,"(np.float64(0.997), np.float64(0.999))",0.94,"(np.float64(0.895), np.float64(0.978))",0.218,"(np.float64(0.096), np.float64(0.362))"
LEFT BUNDLE BRANCH BLOCK,18,9379,0.04,0.5,"(np.float64(0.267), np.float64(0.737))",0.999,"(np.float64(0.998), np.float64(0.999))",0.45,"(np.float64(0.242), np.float64(0.647))",0.409,"(np.float64(0.205), np.float64(0.573))",0.999,"(np.float64(0.998), np.float64(1.0))",0.929,"(np.float64(0.817), np.float64(0.991))",0.323,"(np.float64(0.129), np.float64(0.634))"
RIGHT ATRIAL ENLARGEMENT,201,9196,0.152,0.542,"(np.float64(0.467), np.float64(0.621))",0.972,"(np.float64(0.969), np.float64(0.976))",0.387,"(np.float64(0.344), np.float64(0.437))",0.3,"(np.float64(0.247), np.float64(0.34))",0.99,"(np.float64(0.987), np.float64(0.992))",0.923,"(np.float64(0.905), np.float64(0.938))",0.308,"(np.float64(0.246), np.float64(0.378))"
LEFT VENTRICULAR HYPERTROPHY,348,9049,0.273,0.408,"(np.float64(0.359), np.float64(0.455))",0.984,"(np.float64(0.981), np.float64(0.986))",0.447,"(np.float64(0.397), np.float64(0.49))",0.495,"(np.float64(0.448), np.float64(0.559))",0.977,"(np.float64(0.975), np.float64(0.979))",0.921,"(np.float64(0.907), np.float64(0.933))",0.434,"(np.float64(0.385), np.float64(0.49))"
WITH AV DISSOCIATION,70,9327,0.071,0.329,"(np.float64(0.204), np.float64(0.438))",0.991,"(np.float64(0.99), np.float64(0.994))",0.266,"(np.float64(0.195), np.float64(0.332))",0.223,"(np.float64(0.142), np.float64(0.322))",0.995,"(np.float64(0.994), np.float64(0.996))",0.918,"(np.float64(0.882), np.float64(0.951))",0.213,"(np.float64(0.144), np.float64(0.319))"
WITH 2:1 AV CONDUCTION,40,9357,0.071,0.275,"(np.float64(0.146), np.float64(0.405))",0.996,"(np.float64(0.995), np.float64(0.997))",0.242,"(np.float64(0.135), np.float64(0.361))",0.216,"(np.float64(0.096), np.float64(0.359))",0.997,"(np.float64(0.996), np.float64(0.998))",0.914,"(np.float64(0.876), np.float64(0.953))",0.177,"(np.float64(0.08), np.float64(0.316))"
LATERAL INFARCT,3,9394,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.908,"(np.float64(0.78), np.float64(0.996))",0.011,"(np.float64(0.0), np.float64(0.061))"
LEFT ATRIAL ENLARGEMENT,184,9213,0.121,0.348,"(np.float64(0.283), np.float64(0.406))",0.981,"(np.float64(0.978), np.float64(0.983))",0.304,"(np.float64(0.242), np.float64(0.358))",0.27,"(np.float64(0.219), np.float64(0.326))",0.987,"(np.float64(0.985), np.float64(0.989))",0.898,"(np.float64(0.87), np.float64(0.917))",0.257,"(np.float64(0.204), np.float64(0.306))"
WITH VARIABLE AV BLOCK,67,9330,0.071,0.284,"(np.float64(0.158), np.float64(0.39))",0.993,"(np.float64(0.991), np.float64(0.994))",0.253,"(np.float64(0.176), np.float64(0.343))",0.229,"(np.float64(0.145), np.float64(0.325))",0.995,"(np.float64(0.994), np.float64(0.996))",0.896,"(np.float64(0.852), np.float64(0.931))",0.229,"(np.float64(0.13), np.float64(0.326))"
EARLY REPOLARIZATION,249,9148,0.172,0.382,"(np.float64(0.312), np.float64(0.433))",0.98,"(np.float64(0.977), np.float64(0.983))",0.359,"(np.float64(0.3), np.float64(0.402))",0.339,"(np.float64(0.284), np.float64(0.382))",0.983,"(np.float64(0.981), np.float64(0.986))",0.892,"(np.float64(0.873), np.float64(0.906))",0.279,"(np.float64(0.233), np.float64(0.343))"
NORMAL ECG,1759,7638,0.242,0.754,"(np.float64(0.734), np.float64(0.771))",0.849,"(np.float64(0.842), np.float64(0.856))",0.626,"(np.float64(0.612), np.float64(0.642))",0.535,"(np.float64(0.519), np.float64(0.554))",0.937,"(np.float64(0.931), np.float64(0.943))",0.892,"(np.float64(0.885), np.float64(0.9))",0.622,"(np.float64(0.597), np.float64(0.65))"
WITH 1ST DEGREE AV BLOCK,123,9274,0.051,0.398,"(np.float64(0.318), np.float64(0.492))",0.973,"(np.float64(0.971), np.float64(0.977))",0.234,"(np.float64(0.181), np.float64(0.274))",0.166,"(np.float64(0.124), np.float64(0.206))",0.992,"(np.float64(0.99), np.float64(0.994))",0.887,"(np.float64(0.856), np.float64(0.912))",0.2,"(np.float64(0.133), np.float64(0.281))"
LOW VOLTAGE QRS,277,9120,0.141,0.426,"(np.float64(0.383), np.float64(0.479))",0.958,"(np.float64(0.954), np.float64(0.961))",0.303,"(np.float64(0.271), np.float64(0.34))",0.236,"(np.float64(0.204), np.float64(0.273))",0.982,"(np.float64(0.98), np.float64(0.984))",0.885,"(np.float64(0.863), np.float64(0.906))",0.216,"(np.float64(0.172), np.float64(0.26))"
WITH JUNCTIONAL ESCAPE COMPLEXES,184,9213,0.162,0.332,"(np.float64(0.254), np.float64(0.393))",0.989,"(np.float64(0.987), np.float64(0.991))",0.353,"(np.float64(0.292), np.float64(0.426))",0.377,"(np.float64(0.314), np.float64(0.444))",0.987,"(np.float64(0.984), np.float64(0.989))",0.881,"(np.float64(0.862), np.float64(0.9))",0.29,"(np.float64(0.233), np.float64(0.368))"
PROLONGED QT,427,8970,0.141,0.389,"(np.float64(0.344), np.float64(0.424))",0.955,"(np.float64(0.951), np.float64(0.959))",0.333,"(np.float64(0.295), np.float64(0.363))",0.291,"(np.float64(0.261), np.float64(0.329))",0.97,"(np.float64(0.967), np.float64(0.974))",0.828,"(np.float64(0.805), np.float64(0.846))",0.281,"(np.float64(0.239), np.float64(0.321))"
NONSPECIFIC T WAVE ABNORMALITY,2544,6853,0.384,0.697,"(np.float64(0.679), np.float64(0.717))",0.804,"(np.float64(0.797), np.float64(0.813))",0.627,"(np.float64(0.614), np.float64(0.64))",0.569,"(np.float64(0.551), np.float64(0.584))",0.877,"(np.float64(0.87), np.float64(0.885))",0.823,"(np.float64(0.814), np.float64(0.834))",0.667,"(np.float64(0.648), np.float64(0.684))"
ANTERIOR INFARCT,5,9392,0.01,0.2,"(np.float64(0.0), np.float64(0.667))",1.0,"(np.float64(0.999), np.float64(1.0))",0.2,"(np.float64(0.0), np.float64(0.551))",0.2,"(np.float64(0.0), np.float64(0.5))",1.0,"(np.float64(0.999), np.float64(1.0))",0.8,"(np.float64(0.51), np.float64(0.999))",0.157,"(np.float64(0.01), np.float64(0.562))"
ATRIAL FIBRILLATION,25,9372,0.03,0.08,"(np.float64(0.0), np.float64(0.18))",0.997,"(np.float64(0.996), np.float64(0.998))",0.074,"(np.float64(0.0), np.float64(0.195))",0.069,"(np.float64(0.0), np.float64(0.167))",0.998,"(np.float64(0.996), np.float64(0.999))",0.789,"(np.float64(0.713), np.float64(0.876))",0.026,"(np.float64(0.013), np.float64(0.091))"
otherwise normal ecg,621,8776,0.121,0.485,"(np.float64(0.441), np.float64(0.526))",0.844,"(np.float64(0.837), np.float64(0.851))",0.263,"(np.float64(0.232), np.float64(0.287))",0.18,"(np.float64(0.161), np.float64(0.197))",0.959,"(np.float64(0.955), np.float64(0.962))",0.787,"(np.float64(0.775), np.float64(0.8))",0.19,"(np.float64(0.17), np.float64(0.212))"
FUSION COMPLEXES,27,9370,0.02,0.111,"(np.float64(0.0), np.float64(0.235))",0.991,"(np.float64(0.99), np.float64(0.993))",0.054,"(np.float64(0.0), np.float64(0.101))",0.036,"(np.float64(0.0), np.float64(0.076))",0.997,"(np.float64(0.996), np.float64(0.998))",0.773,"(np.float64(0.682), np.float64(0.846))",0.018,"(np.float64(0.008), np.float64(0.038))"
PULMONARY DISEASE PATTERN,3,9394,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.002))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.737,"(np.float64(0.552), np.float64(0.885))",0.001,"(np.float64(0.0), np.float64(0.003))"
PREMATURE VENTRICULAR COMPLEXES,6,9391,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.002))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.722,"(np.float64(0.486), np.float64(0.996))",0.037,"(np.float64(0.0), np.float64(0.128))"
INFERIOR INFARCT,8,9389,0.03,0.125,"(np.float64(0.0), np.float64(0.349))",1.0,"(np.float64(0.999), np.float64(1.0))",0.167,"(np.float64(0.0), np.float64(0.433))",0.25,"(np.float64(0.0), np.float64(1.0))",0.999,"(np.float64(0.999), np.float64(1.0))",0.684,"(np.float64(0.479), np.float64(0.869))",0.049,"(np.float64(0.001), np.float64(0.284))"
