Label,n_pos,n_neg,Threshold,Sensitivity,Sensitivity_CI,Specificity,Specificity_CI,F1,F1_CI,PPV,PPV_CI,NPV,NPV_CI,AUROC,AUROC_CI,AUPRC,AUPRC_CI
INCOMPLETE RIGHT BUNDLE BRANCH BLOCK,336,9061,0.222,0.577,"(np.float64(0.528), np.float64(0.634))",0.977,"(np.float64(0.975), np.float64(0.98))",0.525,"(np.float64(0.476), np.float64(0.58))",0.481,"(np.float64(0.436), np.float64(0.523))",0.984,"(np.float64(0.982), np.float64(0.987))",0.952,"(np.float64(0.943), np.float64(0.96))",0.53,"(np.float64(0.481), np.float64(0.593))"
WITH COMPLETE HEART BLOCK,67,9330,0.192,0.313,"(np.float64(0.219), np.float64(0.46))",0.999,"(np.float64(0.999), np.float64(1.0))",0.447,"(np.float64(0.319), np.float64(0.561))",0.778,"(np.float64(0.575), np.float64(0.897))",0.995,"(np.float64(0.994), np.float64(0.997))",0.94,"(np.float64(0.905), np.float64(0.974))",0.389,"(np.float64(0.265), np.float64(0.525))"
LEFT BUNDLE BRANCH BLOCK,18,9379,0.071,0.278,"(np.float64(0.097), np.float64(0.456))",0.999,"(np.float64(0.999), np.float64(1.0))",0.357,"(np.float64(0.083), np.float64(0.576))",0.5,"(np.float64(0.197), np.float64(0.727))",0.999,"(np.float64(0.998), np.float64(0.999))",0.937,"(np.float64(0.842), np.float64(0.993))",0.366,"(np.float64(0.167), np.float64(0.578))"
ACUTE PERICARDITIS,1,9396,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.937,"(np.float64(0.932), np.float64(0.941))",0.002,"(np.float64(0.002), np.float64(0.005))"
RIGHT AXIS DEVIATION,335,9062,0.162,0.555,"(np.float64(0.513), np.float64(0.603))",0.963,"(np.float64(0.96), np.float64(0.967))",0.435,"(np.float64(0.395), np.float64(0.474))",0.358,"(np.float64(0.322), np.float64(0.396))",0.983,"(np.float64(0.981), np.float64(0.985))",0.937,"(np.float64(0.924), np.float64(0.946))",0.391,"(np.float64(0.344), np.float64(0.451))"
WITH VENTRICULAR ESCAPE COMPLEXES,32,9365,0.101,0.312,"(np.float64(0.183), np.float64(0.507))",0.998,"(np.float64(0.997), np.float64(0.999))",0.328,"(np.float64(0.185), np.float64(0.454))",0.345,"(np.float64(0.182), np.float64(0.508))",0.998,"(np.float64(0.997), np.float64(0.999))",0.932,"(np.float64(0.868), np.float64(0.979))",0.242,"(np.float64(0.145), np.float64(0.41))"
LEFT VENTRICULAR HYPERTROPHY,348,9049,0.162,0.491,"(np.float64(0.441), np.float64(0.546))",0.974,"(np.float64(0.972), np.float64(0.977))",0.455,"(np.float64(0.419), np.float64(0.495))",0.423,"(np.float64(0.362), np.float64(0.471))",0.98,"(np.float64(0.978), np.float64(0.983))",0.916,"(np.float64(0.905), np.float64(0.928))",0.455,"(np.float64(0.409), np.float64(0.509))"
RIGHT ATRIAL ENLARGEMENT,201,9196,0.212,0.318,"(np.float64(0.269), np.float64(0.398))",0.991,"(np.float64(0.989), np.float64(0.993))",0.37,"(np.float64(0.302), np.float64(0.409))",0.441,"(np.float64(0.359), np.float64(0.504))",0.985,"(np.float64(0.983), np.float64(0.987))",0.913,"(np.float64(0.891), np.float64(0.933))",0.326,"(np.float64(0.264), np.float64(0.398))"
PREMATURE ATRIAL COMPLEXES,1,9396,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.903,"(np.float64(0.898), np.float64(0.909))",0.001,"(np.float64(0.001), np.float64(0.004))"
WITH AV DISSOCIATION,70,9327,0.121,0.286,"(np.float64(0.178), np.float64(0.4))",0.995,"(np.float64(0.993), np.float64(0.997))",0.294,"(np.float64(0.197), np.float64(0.385))",0.303,"(np.float64(0.193), np.float64(0.402))",0.995,"(np.float64(0.993), np.float64(0.996))",0.902,"(np.float64(0.87), np.float64(0.934))",0.196,"(np.float64(0.122), np.float64(0.291))"
WITH JUNCTIONAL ESCAPE COMPLEXES,184,9213,0.152,0.386,"(np.float64(0.324), np.float64(0.456))",0.989,"(np.float64(0.987), np.float64(0.991))",0.396,"(np.float64(0.323), np.float64(0.464))",0.406,"(np.float64(0.334), np.float64(0.477))",0.988,"(np.float64(0.985), np.float64(0.99))",0.896,"(np.float64(0.876), np.float64(0.915))",0.316,"(np.float64(0.246), np.float64(0.392))"
WITH 2:1 AV CONDUCTION,40,9357,0.222,0.125,"(np.float64(0.029), np.float64(0.231))",0.999,"(np.float64(0.999), np.float64(1.0))",0.2,"(np.float64(0.061), np.float64(0.33))",0.5,"(np.float64(0.246), np.float64(0.855))",0.996,"(np.float64(0.995), np.float64(0.997))",0.896,"(np.float64(0.859), np.float64(0.933))",0.156,"(np.float64(0.052), np.float64(0.273))"
WITH VARIABLE AV BLOCK,67,9330,0.091,0.254,"(np.float64(0.132), np.float64(0.355))",0.995,"(np.float64(0.994), np.float64(0.996))",0.26,"(np.float64(0.16), np.float64(0.348))",0.266,"(np.float64(0.159), np.float64(0.386))",0.995,"(np.float64(0.993), np.float64(0.996))",0.896,"(np.float64(0.859), np.float64(0.933))",0.198,"(np.float64(0.112), np.float64(0.32))"
LEFT ATRIAL ENLARGEMENT,184,9213,0.101,0.418,"(np.float64(0.365), np.float64(0.49))",0.974,"(np.float64(0.97), np.float64(0.977))",0.308,"(np.float64(0.261), np.float64(0.349))",0.244,"(np.float64(0.206), np.float64(0.283))",0.988,"(np.float64(0.986), np.float64(0.99))",0.896,"(np.float64(0.878), np.float64(0.919))",0.249,"(np.float64(0.197), np.float64(0.318))"
ANTEROSEPTAL INFARCT,14,9383,0.051,0.143,"(np.float64(0.0), np.float64(0.333))",0.999,"(np.float64(0.999), np.float64(1.0))",0.174,"(np.float64(0.0), np.float64(0.392))",0.222,"(np.float64(0.0), np.float64(0.586))",0.999,"(np.float64(0.998), np.float64(0.999))",0.895,"(np.float64(0.796), np.float64(0.962))",0.043,"(np.float64(0.006), np.float64(0.171))"
EARLY REPOLARIZATION,249,9148,0.121,0.43,"(np.float64(0.364), np.float64(0.493))",0.969,"(np.float64(0.966), np.float64(0.973))",0.335,"(np.float64(0.288), np.float64(0.37))",0.274,"(np.float64(0.23), np.float64(0.318))",0.984,"(np.float64(0.982), np.float64(0.987))",0.895,"(np.float64(0.874), np.float64(0.913))",0.27,"(np.float64(0.222), np.float64(0.33))"
NORMAL ECG,1759,7638,0.333,0.733,"(np.float64(0.712), np.float64(0.751))",0.866,"(np.float64(0.858), np.float64(0.873))",0.633,"(np.float64(0.616), np.float64(0.651))",0.557,"(np.float64(0.54), np.float64(0.577))",0.934,"(np.float64(0.928), np.float64(0.939))",0.895,"(np.float64(0.888), np.float64(0.901))",0.641,"(np.float64(0.615), np.float64(0.674))"
LOW VOLTAGE QRS,277,9120,0.162,0.408,"(np.float64(0.346), np.float64(0.473))",0.964,"(np.float64(0.96), np.float64(0.968))",0.313,"(np.float64(0.279), np.float64(0.351))",0.254,"(np.float64(0.222), np.float64(0.29))",0.982,"(np.float64(0.979), np.float64(0.984))",0.885,"(np.float64(0.867), np.float64(0.907))",0.236,"(np.float64(0.205), np.float64(0.27))"
LATERAL INFARCT,3,9394,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.002))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.88,"(np.float64(0.754), np.float64(0.981))",0.003,"(np.float64(0.0), np.float64(0.013))"
WITH 1ST DEGREE AV BLOCK,123,9274,0.091,0.325,"(np.float64(0.241), np.float64(0.408))",0.989,"(np.float64(0.987), np.float64(0.991))",0.3,"(np.float64(0.23), np.float64(0.381))",0.278,"(np.float64(0.209), np.float64(0.349))",0.991,"(np.float64(0.989), np.float64(0.993))",0.874,"(np.float64(0.845), np.float64(0.901))",0.217,"(np.float64(0.148), np.float64(0.279))"
PROLONGED QT,427,8970,0.152,0.37,"(np.float64(0.316), np.float64(0.415))",0.952,"(np.float64(0.948), np.float64(0.956))",0.31,"(np.float64(0.275), np.float64(0.352))",0.267,"(np.float64(0.228), np.float64(0.301))",0.969,"(np.float64(0.967), np.float64(0.972))",0.834,"(np.float64(0.813), np.float64(0.853))",0.267,"(np.float64(0.231), np.float64(0.317))"
NONSPECIFIC T WAVE ABNORMALITY,2544,6853,0.263,0.683,"(np.float64(0.663), np.float64(0.701))",0.817,"(np.float64(0.81), np.float64(0.828))",0.628,"(np.float64(0.613), np.float64(0.645))",0.58,"(np.float64(0.564), np.float64(0.596))",0.874,"(np.float64(0.867), np.float64(0.882))",0.825,"(np.float64(0.814), np.float64(0.837))",0.672,"(np.float64(0.653), np.float64(0.69))"
ANTERIOR INFARCT,5,9392,0.03,0.4,"(np.float64(0.0), np.float64(1.0))",1.0,"(np.float64(1.0), np.float64(1.0))",0.5,"(np.float64(0.0), np.float64(0.905))",0.667,"(np.float64(0.0), np.float64(1.0))",1.0,"(np.float64(0.999), np.float64(1.0))",0.822,"(np.float64(0.578), np.float64(1.0))",0.366,"(np.float64(0.001), np.float64(0.783))"
PREMATURE VENTRICULAR COMPLEXES,6,9391,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.002))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.812,"(np.float64(0.645), np.float64(0.967))",0.005,"(np.float64(0.001), np.float64(0.017))"
FUSION COMPLEXES,27,9370,0.02,0.074,"(np.float64(0.0), np.float64(0.222))",0.993,"(np.float64(0.992), np.float64(0.995))",0.044,"(np.float64(0.0), np.float64(0.099))",0.032,"(np.float64(0.0), np.float64(0.076))",0.997,"(np.float64(0.996), np.float64(0.998))",0.8,"(np.float64(0.729), np.float64(0.871))",0.017,"(np.float64(0.009), np.float64(0.052))"
ATRIAL FIBRILLATION,25,9372,0.01,0.32,"(np.float64(0.129), np.float64(0.522))",0.978,"(np.float64(0.975), np.float64(0.981))",0.067,"(np.float64(0.032), np.float64(0.109))",0.037,"(np.float64(0.016), np.float64(0.067))",0.998,"(np.float64(0.997), np.float64(0.999))",0.786,"(np.float64(0.65), np.float64(0.856))",0.021,"(np.float64(0.009), np.float64(0.045))"
otherwise normal ecg,621,8776,0.141,0.39,"(np.float64(0.35), np.float64(0.431))",0.885,"(np.float64(0.879), np.float64(0.894))",0.259,"(np.float64(0.237), np.float64(0.284))",0.194,"(np.float64(0.176), np.float64(0.218))",0.953,"(np.float64(0.948), np.float64(0.958))",0.785,"(np.float64(0.77), np.float64(0.803))",0.194,"(np.float64(0.171), np.float64(0.228))"
PULMONARY DISEASE PATTERN,3,9394,0.0,1.0,"(np.float64(0.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.001,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.001))",0.0,"(np.float64(0.0), np.float64(0.0))",0.684,"(np.float64(0.265), np.float64(0.998))",0.02,"(np.float64(0.0), np.float64(0.155))"
INFERIOR INFARCT,8,9389,0.0,1.0,"(np.float64(1.0), np.float64(1.0))",0.0,"(np.float64(0.0), np.float64(0.0))",0.002,"(np.float64(0.001), np.float64(0.003))",0.001,"(np.float64(0.0), np.float64(0.002))",0.0,"(np.float64(0.0), np.float64(0.0))",0.603,"(np.float64(0.401), np.float64(0.82))",0.003,"(np.float64(0.001), np.float64(0.012))"
